material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_eV,energy_above_hull_eV,band_gap_eV,is_metal,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio,density_g_cm3,nsites,volume_A3,melting_point_K,is_stable,elastic_modulus_GPa,MQI
mp-151027,BeSbSr4,3,cubic,201,Halide,-3.4935,0.0051,1.518,0,31.49,24.45,0.19,3.129,32,591.98,1849.0,1,58.190999999999995,33.66299999999999
mp-318878,Co4Y3,2,cubic,216,Intermetallic,-0.4119,0.0491,0.0,1,200.26,126.55,0.2419,5.027,8,505.72,432.0,1,314.32489,186.584134
mp-206911,Ru2Ne,2,cubic,201,Metal,-1.5863,0.0955,0.0,1,212.64,117.91,0.2545,10.682,12,1731.51,1391.0,0,295.83619,173.228914
mp-186149,Sc3Br4Ru3,3,hexagonal,192,Intermetallic,-0.994,0.0764,0.0,1,170.37,99.17,0.2692,11.795,4,544.3,2352.0,0,251.73312800000002,146.3218768
mp-317992,KSb2,2,cubic,216,Nitride,-2.2903,0.0643,3.22,0,301.87,178.56,0.2475,7.887,2,126.47,1199.0,0,445.5072,264.14952
mp-845410,Se2Na3Ni3,3,cubic,199,Oxide,-4.8174,0.0129,10.251,0,195.54,80.34,0.316,4.466,6,235.34,1642.0,1,211.45488000000003,125.08652800000002
mp-287943,PCaH3,3,cubic,198,Ceramic,-1.5345,0.0078,6.31,0,173.86,103.95,0.2427,3.66,24,743.43,2699.0,1,258.35733,153.550398
mp-268970,O3H,2,cubic,217,Halide,-2.6452,0.0184,0.5,0,105.09,54.73,0.2574,2.787,4,132.14,921.0,1,137.635004,81.4662024
mp-227972,LaO2,2,orthorhombic,17,Ceramic,-4.4696,0.0703,4.043,0,260.38,125.29,0.2916,3.947,6,384.7,1657.0,0,323.649128,192.6106768
mp-412738,Pb4Si4,2,tetragonal,103,Nitride,-1.7111,0.0537,1.091,0,349.11,275.31,0.184,3.72,12,463.0,966.0,0,651.93408,389.672448
mp-375150,C4Ta4W4,3,cubic,217,Carbide,-0.4573,0.0971,0.581,0,412.29,229.37,0.2658,3.077,4,116.54,2735.0,0,580.673092,347.1730552
mp-432710,BaSi3,2,trigonal,155,Metal,-0.5942,0.1207,0.0,1,44.97,25.12,0.2455,6.668,16,1181.97,1602.0,0,62.57392000000001,34.877152
mp-911195,Sr4C2Al,3,cubic,209,Oxide,-3.9498,0.0321,4.281,0,154.48,120.01,0.2004,4.672,4,161.4,1356.0,1,288.120008,171.0032048
mp-536431,Se2Pt2,2,tetragonal,113,Alloy,-0.3178,0.2251,0.0,1,134.22,90.66,0.2269,12.204,12,1556.69,786.0,0,222.461508,128.5953048
mp-650004,H3Ce2,2,cubic,209,Sulfide,-1.1358,0.1047,2.011,0,75.92,39.29,0.2842,4.942,8,480.98,1612.0,0,100.912436,58.5706616
mp-734004,Ca4Zn4,2,monoclinic,6,Ceramic,-1.0631,0.1401,3.758,0,145.71,68.81,0.3007,6.775,12,973.86,1960.0,0,179.002334,104.69140039999999
mp-870944,Rh3Br4,2,tetragonal,135,Alloy,-1.8022,0.1354,0.0,1,89.32,36.46,0.3243,6.487,2,149.68,1862.0,0,96.56795600000001,55.3459736
mp-853651,CeFe2,2,monoclinic,6,Oxide,-1.3761,0.0446,7.035,0,110.5,47.71,0.3062,5.109,4,299.67,2607.0,1,124.63760400000001,72.7389624
mp-593118,Pd3K2,2,hexagonal,172,Intermetallic,-0.2393,0.118,0.0,1,138.84,76.34,0.2891,1.736,12,219.84,1777.0,0,196.819788,117.39747279999999
mp-13063,He2H3,2,cubic,230,Intermetallic,-1.026,0.054,0.0,1,71.92,60.53,0.1811,9.631,32,3054.88,879.0,0,142.983966,81.9379796
mp-214208,In3SLi3,3,hexagonal,193,Semiconductor,-0.6372,0.1394,1.637,0,77.53,33.54,0.3147,4.292,24,1185.52,1061.0,0,88.19007599999999,51.197245599999995
mp-760559,As4BrS2Ca4,4,monoclinic,8,Halide,-2.1929,0.0642,7.27,0,143.33,63.31,0.3064,4.229,8,511.16,1782.0,0,165.416368,97.5582208
mp-32473,MnZrTe4,3,hexagonal,185,Semiconductor,-1.2314,0.0114,2.486,0,67.08,26.13,0.3083,4.134,12,682.03,1805.0,1,68.371758,39.3694548
mp-938864,Bi4S4C4,3,orthorhombic,30,Intermetallic,-1.7707,0.0088,0.0,1,129.02,102.64,0.1752,7.683,32,3324.74,580.0,1,241.245056,141.67383360000002
mp-728810,In4Te2Ce3Au4,4,hexagonal,183,Silicate,-4.2648,0.0193,2.102,0,78.51,31.34,0.3151,2.374,6,224.2,1343.0,1,82.43046799999999,48.50868079999999
mp-43406,O2H2CuNa2,4,orthorhombic,61,Phosphide,-1.2745,0.313,2.894,0,62.16,46.46,0.2054,4.079,32,1652.77,852.0,0,112.005768,65.5718608
mp-881252,Zr3C4Hf2,3,hexagonal,181,Metal,-1.7968,0.0128,0.0,1,152.86,29.9,0.4124,9.205,24,2347.58,1019.0,1,84.46152,46.99491199999999
mp-47596,HfTa4,2,orthorhombic,26,Oxide,-1.9151,0.0256,5.312,0,136.34,40.66,0.3574,4.031,12,499.08,2339.0,1,110.38376799999999,64.6178608
mp-304880,La4S,2,triclinic,2,Ceramic,-4.6256,0.0014,3.705,0,227.44,88.72,0.3343,4.304,4,158.04,2012.0,1,236.758192,140.33331520000002
mp-165023,CBa4,2,cubic,219,Intermetallic,-2.0565,0.0001,0.0,1,133.79,109.57,0.1768,13.102,12,494.72,821.0,1,257.883952,149.4895712
mp-880782,Mo3O3Cu2Re3,4,hexagonal,181,Phosphide,-0.0022,0.058,1.248,0,103.57,53.63,0.2779,2.366,16,532.6,414.0,0,137.067554,81.2941324
mp-991677,Au4La4Ru,3,hexagonal,182,Oxide,-2.5675,0.0086,3.527,0,122.82,72.74,0.2401,4.489,24,1474.13,1937.0,1,180.40974799999998,106.4502488
mp-330837,CuW3Y4,3,orthorhombic,41,Sulfide,-1.1241,0.0472,1.502,0,54.48,49.29,0.1432,6.752,16,1532.51,619.0,1,112.696656,64.9171936
mp-251611,W3Mg2,2,hexagonal,174,Chalcogenide,-0.9346,0.0778,2.063,0,69.25,50.87,0.2033,0.5,8,73.95,1003.0,0,122.423742,73.2542452
mp-389429,Ru4,1,cubic,217,Nitride,-0.9355,0.0403,3.122,0,397.57,103.65,0.3739,3.948,12,372.78,1258.0,1,284.80947,169.30648199999996
mp-294068,Zn4He4BiTi4,4,trigonal,146,Semiconductor,-0.4595,0.0164,1.881,0,130.26,83.56,0.2439,6.483,8,749.8,1241.0,1,207.880568,122.1351408
mp-622195,Br3Ru3,2,monoclinic,7,Semiconductor,-0.6195,0.0846,1.038,0,63.08,50.55,0.1818,6.975,4,336.48,1074.0,0,119.47997999999998,68.89798799999998
mp-850497,MnSb2Ce,3,cubic,197,Metal,-1.7289,0.0005,0.0,1,217.7,145.2,0.2269,2.987,6,101.8,1387.0,1,356.29176,212.58025600000002
mp-272414,Mn4,1,cubic,206,Oxide,-2.4384,0.0095,0.5,0,175.5,116.4,0.2419,4.935,12,425.72,2391.0,1,289.11432,171.494592
mp-153025,TeBi,2,hexagonal,194,Intermetallic,-1.7501,0.0313,0.0,1,112.6,68.49,0.2402,5.292,32,2678.98,1258.0,1,169.88259599999998,99.81275759999998
mp-113579,V3Os3Y4,3,cubic,219,Boride,-0.3133,0.0577,0.292,0,339.46,331.06,0.1352,4.061,8,349.06,1584.0,0,751.638624,449.3587744
mp-372573,Mo4Sb3He3,3,orthorhombic,66,Ceramic,-2.2527,0.0207,6.783,0,102.99,33.41,0.3334,5.852,4,290.99,2707.0,1,89.09778799999998,51.11787279999999
mp-359915,Nb2Ba,2,tetragonal,130,Ceramic,-3.1547,0.0184,4.136,0,206.49,94.52,0.2945,4.436,8,344.16,2540.0,1,244.71228,145.05296799999996
mp-758240,Na3O3,2,orthorhombic,52,Alloy,-1.022,0.1095,0.0,1,104.95,78.77,0.2129,7.794,4,544.61,1095.0,0,191.080266,111.5305596
mp-103608,RhBi3,2,orthorhombic,65,Semiconductor,-0.0398,0.0167,1.888,0,123.43,49.27,0.3324,6.516,16,1054.72,1289.0,1,131.29469600000002,76.17041760000001
mp-153050,Sc2Ca3Au3Cr2,4,hexagonal,175,Oxide,-3.206,0.0174,7.694,0,178.24,123.48,0.2178,4.433,12,636.74,1611.0,1,300.747888,178.67553279999998
mp-573913,SiHf2,2,orthorhombic,18,Metal,-0.5592,0.1909,0.0,1,167.07,43.68,0.3771,13.886,8,1184.77,1878.0,0,120.303456,66.6276736
mp-649708,Ag4Ba3,2,monoclinic,8,Semiconductor,-0.7638,0.0232,1.784,0,117.61,53.03,0.3118,0.5,2,15.38,1205.0,1,139.12950800000002,83.27770480000001
mp-662298,CdAg3,2,trigonal,156,Ceramic,-2.7957,0.0125,6.974,0,271.27,123.93,0.281,7.107,8,755.57,2115.0,1,317.5086600000001,187.66239600000003
mp-823182,Ni4,1,cubic,227,Oxide,-3.3717,0.0572,4.847,0,178.68,136.57,0.1943,7.883,8,721.11,1337.0,0,326.211102,192.5734612
mp-888882,CoZr4,2,cubic,226,Intermetallic,-0.5989,0.1587,0.0,1,118.67,60.91,0.2873,4.986,8,631.42,2470.0,0,156.818886,92.09693159999999
mp-512301,Mn2N2,2,monoclinic,10,Phosphide,-0.0776,0.0898,2.915,0,96.5,62.79,0.2462,4.119,4,195.08,939.0,0,156.497796,92.2510776
mp-142541,Zr2ClMn3,3,monoclinic,8,Boride,-1.5154,0.034,0.715,0,337.01,65.54,0.4058,4.518,2,129.01,1449.0,1,184.272264,108.7561584
mp-113609,La3Sr3Ne,3,cubic,227,Carbide,-1.5805,0.0097,0.886,0,208.24,113.08,0.2749,3.351,16,665.31,1843.0,1,288.33138399999996,171.6584304
mp-760512,Se2Mn,2,cubic,201,Metal,-2.0075,0.0026,0.0,1,137.39,79.71,0.2609,4.715,12,893.96,1572.0,1,201.01267799999997,118.72160679999998
mp-751205,Ag3Ga2NbW3,4,triclinic,2,Semiconductor,-1.4371,0.3357,0.854,0,54.99,45.19,0.1925,3.921,12,443.68,774.0,0,107.77814999999998,63.098489999999984
mp-62995,LiBr2,2,hexagonal,191,Intermetallic,-0.7326,0.1092,0.0,1,164.75,26.12,0.4204,11.774,4,662.62,1174.0,0,74.201696,39.8114176
mp-668255,GeTeNi4Ba2,4,tetragonal,114,Sulfide,-1.3391,0.1043,0.527,0,77.63,40.98,0.2819,4.719,4,266.86,1741.0,0,105.06452399999999,61.15111439999999
mp-32975,Sc2Nb3Br3,3,triclinic,1,Semiconductor,-0.8237,0.0717,1.8,0,59.22,24.9,0.2957,4.142,4,188.81,1452.0,0,64.52586,37.058716
mp-308363,Ca2Sb3In4,3,tetragonal,75,Metal,-0.3218,0.0423,0.0,1,104.77,67.64,0.2214,13.775,16,1730.32,2099.0,1,165.23099200000001,93.6285952
mp-98945,CeBa2W2Se4,4,trigonal,157,Metal,-1.784,0.1164,0.0,1,274.09,180.23,0.2142,6.465,12,701.49,823.0,0,437.670532,260.01631919999994
mp-752631,Pd3Ag4Cu3Sb4,4,tetragonal,137,Intermetallic,-1.6063,0.0679,0.0,1,117.72,66.15,0.2488,4.639,6,349.32,1597.0,0,165.21624,97.274144
mp-325864,AuCa3,2,tetragonal,123,Intermetallic,-0.7959,0.0109,0.0,1,74.98,17.55,0.3902,10.585,16,1240.08,1476.0,1,48.796020000000006,25.043612
mp-159448,As4Co3Zr4,3,cubic,213,Nitride,-0.4165,0.0139,0.881,0,80.36,52.3,0.2429,12.209,4,637.84,799.0,1,130.00734,73.12080399999999
mp-562416,He3Fe3Re,3,hexagonal,182,Metal,-0.1163,0.4225,0.0,1,161.99,45.75,0.3658,7.083,16,1180.6,2302.0,0,124.97070000000001,72.14922
mp-445080,H4,1,cubic,201,Silicate,-0.5,0.0289,3.171,0,51.65,23.75,0.3057,6.283,8,141.46,1212.0,1,62.02075000000001,34.699250000000006
mp-326751,He3Nb4,2,monoclinic,10,Carbide,-1.0182,0.0871,0.892,0,361.12,280.02,0.1952,6.411,8,723.51,2204.0,0,669.3598079999999,399.05148479999997
mp-142864,Li4P2,2,triclinic,1,Semiconductor,-1.849,0.0832,2.448,0,115.02,65.42,0.2759,2.606,6,267.94,1675.0,0,166.938756,99.1208536
mp-73253,Zn3Na3,2,cubic,205,Metal,-0.0951,0.0473,0.0,1,194.14,150.41,0.1959,1.94,4,96.98,2042.0,1,359.750638,215.07438279999997
mp-945645,Br2Pb4Ar,3,orthorhombic,43,Phosphide,-0.7514,0.1245,0.305,0,35.11,20.58,0.2668,5.687,4,218.98,342.0,0,52.141487999999995,29.010092799999995
mp-613595,Mo3Mg4Ag,3,tetragonal,113,Ceramic,-0.5,0.0068,3.705,0,128.86,93.69,0.2185,4.847,4,281.26,2513.0,1,228.32252999999997,135.05471799999998
mp-412273,La4Y4P,3,monoclinic,14,Metal,-0.5538,0.0435,0.0,1,71.33,24.3,0.3462,7.232,6,578.81,2321.0,1,65.42532,36.362392
mp-799728,He2Ba4NaSi3,4,cubic,204,Sulfide,-0.2369,0.1907,1.479,0,66.01,30.16,0.2992,1.095,6,61.54,965.0,0,78.367744,46.582646399999994
mp-322457,Ne4Co,2,cubic,211,Metal,-2.1309,0.0005,0.0,1,64.51,29.89,0.3089,4.355,2,95.25,1999.0,1,78.246042,45.2056252
mp-168794,As4,1,orthorhombic,25,Oxide,-0.5,0.0214,2.009,0,249.83,102.47,0.3351,5.446,4,170.63,1775.0,1,273.615394,161.99083639999998
mp-154245,He4Ni,2,cubic,199,Metal,-1.5219,0.0088,0.0,1,165.9,91.49,0.2597,3.842,24,1020.84,2579.0,1,230.49990599999998,136.76314359999998
mp-833506,Ti4NNb4,3,cubic,227,Metal,-1.4826,0.1279,0.0,1,197.04,120.14,0.2422,2.66,8,233.84,1998.0,0,298.475816,178.0214896
mp-947941,Sn4Mo3Mn,3,tetragonal,134,Metal,-0.759,0.0899,0.0,1,35.36,18.9,0.2788,7.155,6,508.48,1276.0,0,48.33863999999999,26.141183999999996
mp-324362,Ni2Ar3,2,tetragonal,123,Oxide,-2.1632,0.0325,8.167,0,271.64,113.17,0.3224,6.098,2,150.55,2039.0,1,299.312016,177.14800960000002
mp-169730,Si3S4,2,monoclinic,7,Metal,-0.9388,0.0167,0.0,1,190.14,64.21,0.3485,8.48,8,459.47,1131.0,1,173.17436999999998,100.512622
mp-611901,Re4,1,orthorhombic,22,Silicate,-2.7128,0.0283,5.267,0,41.62,31.6,0.2018,1.879,8,136.11,937.0,1,75.95376,44.820656
mp-388481,Re3Li3,2,cubic,224,Ceramic,-2.8986,0.0331,8.814,0,244.47,103.12,0.307,4.248,8,483.85,1716.0,1,269.55568,160.034208
mp-490308,Ge3Sc3,2,cubic,221,Oxide,-2.8824,0.0241,0.5,0,50.97,36.8,0.1948,6.032,6,205.76,2634.0,1,87.93728,50.349568000000005
mp-13194,Zr3HfCo3,3,monoclinic,15,Ceramic,-4.8605,0.0426,7.293,0,197.26,155.45,0.2029,5.922,6,377.7,2644.0,1,373.98161,222.020166
mp-757423,Mg4Na4,2,trigonal,146,Nitride,-1.9586,0.0501,0.143,0,298.7,202.62,0.2177,3.766,6,351.09,1541.0,0,493.460748,294.5700488
mp-809992,Ne4BV3Ru3,4,cubic,203,Ceramic,-3.3773,0.0305,2.208,0,117.58,42.05,0.335,4.293,16,665.26,1508.0,1,112.27349999999998,65.64689999999999
mp-670691,Bi3,1,monoclinic,3,Carbide,-1.0737,0.0135,0.247,0,208.31,68.36,0.3539,1.741,4,130.16,1670.0,1,185.10520799999998,110.36672479999999
mp-101226,Pt3HfCu2Pb3,4,hexagonal,179,Phosphide,-1.7979,0.0025,0.524,0,92.0,32.58,0.3148,5.703,12,1053.81,1556.0,1,85.67236799999999,49.122220799999994
mp-367962,Sc2Rh2,2,hexagonal,170,Metal,-0.5167,0.1608,0.0,1,169.92,101.23,0.2339,2.422,6,194.75,1669.0,0,249.815394,148.9204364
mp-658935,Mg4KWPd4,4,tetragonal,129,Alloy,-1.0907,0.0464,0.0,1,114.04,63.0,0.2542,6.305,4,411.43,438.0,1,158.0292,92.29552
mp-622927,Br2,1,cubic,227,Oxide,-3.2546,0.0195,5.292,0,272.91,83.76,0.3625,4.679,12,671.47,2793.0,1,228.246,135.076
mp-396451,MgTa,2,cubic,205,Boride,-0.5283,0.142,2.326,0,277.74,135.32,0.2991,4.065,8,364.63,964.0,0,351.588424,209.32705439999998
mp-277420,Mn3S3K4Pb,4,tetragonal,87,Intermetallic,-1.5212,0.0613,0.0,1,2.0,0.88,0.3008,2.824,4,75.49,200.0,0,2.289408,0.24404479999999995
mp-815278,S4NbN4,3,hexagonal,177,Semiconductor,-1.3153,0.0229,1.809,0,68.41,45.66,0.2315,2.23,6,162.28,694.0,1,112.46058,66.58434799999999
mp-957828,Ti3,1,orthorhombic,69,Silicate,-1.0169,0.0789,8.461,0,41.45,12.85,0.3555,7.795,8,694.82,1413.0,0,34.836349999999996,17.783809999999995
mp-628348,F4,1,hexagonal,187,Oxide,-2.6398,0.0846,4.423,0,232.66,175.98,0.2116,5.851,12,671.41,2050.0,0,426.434736,253.5204416
mp-2444,OB2,2,monoclinic,4,Metal,-0.0852,0.1061,0.0,1,73.09,44.93,0.2448,5.56,6,224.4,1997.0,0,111.857728,64.8906368
mp-254929,P2Ca,2,hexagonal,190,Silicate,-1.1341,0.0013,8.675,0,97.54,33.08,0.3447,7.845,12,1092.29,2103.0,1,88.965352,50.241211199999995
mp-305736,CaRu4Be,3,hexagonal,187,Ceramic,-5.4828,0.0159,4.865,0,316.29,185.76,0.257,4.083,6,341.35,1313.0,1,467.00064000000003,278.567184
mp-665654,NbN2As,3,hexagonal,184,Oxide,-1.3,0.244,8.748,0,186.48,59.47,0.3379,5.388,6,487.53,1523.0,0,159.12982599999998,93.32269559999999
mp-901401,Nb3,1,orthorhombic,31,Semiconductor,-2.3279,0.008,2.496,0,80.54,68.41,0.1744,3.592,6,142.03,323.0,1,160.68140799999998,94.97204479999998
mp-20764,Br3Rh3C3,3,trigonal,147,Sulfide,-0.9948,0.0522,0.491,0,37.2,11.54,0.3589,4.141,12,504.18,1182.0,0,31.363411999999997,17.161647199999997
mp-105584,ClGe4Co4,3,triclinic,2,Oxide,-3.6599,0.0487,4.251,0,225.92,157.01,0.211,4.897,6,575.47,2028.0,1,380.27822,226.20813199999998
mp-615709,Pt3,1,trigonal,160,Chalcogenide,-0.4792,0.108,2.981,0,48.27,18.03,0.3247,4.287,6,194.27,1029.0,0,47.768682000000005,26.9464092
mp-823891,Pd2Pb3Sb2,3,cubic,212,Oxide,-6.1723,0.0054,2.715,0,126.56,86.27,0.2329,5.007,8,343.07,1913.0,1,212.72456599999998,125.6319396
mp-265460,SRu3Pd2Ge2,4,tetragonal,128,Silicate,-1.7743,0.0896,3.444,0,77.74,32.47,0.301,4.092,8,270.99,1963.0,0,84.48693999999999,49.05536399999999
mp-393866,Te4,1,tetragonal,109,Chalcogenide,-1.5875,0.0294,2.397,0,42.7,39.18,0.1255,5.55,8,530.81,505.0,1,88.19417999999999,50.696507999999994
mp-68731,BeNi4,2,cubic,229,Semiconductor,-0.1648,0.0106,2.045,0,18.37,10.39,0.2669,5.703,16,1125.43,1078.0,1,26.326182000000003,13.5145092
mp-130165,N4SnPb,3,tetragonal,101,Semiconductor,-1.1527,0.128,1.457,0,41.06,20.54,0.2807,3.541,8,270.3,1035.0,0,52.611155999999994,30.150293599999994
mp-479829,H3,1,cubic,228,Nitride,-1.4863,0.0381,0.34,0,338.92,160.9,0.2893,6.86,32,3098.6,1383.0,1,414.89673999999997,246.19404399999996
mp-690235,Ta3Cl4As3Ru4,4,cubic,220,Alloy,-0.2577,0.1868,0.0,1,41.97,27.3,0.2296,9.984,4,642.63,2029.0,0,67.13616,36.288096
mp-12511,Ne3Cd4SnPb,4,cubic,200,Oxide,-0.5,0.0078,4.881,0,228.32,196.68,0.1758,3.474,6,325.46,2680.0,1,462.512688,276.11801280000003
mp-731979,OMo3,2,cubic,219,Oxide,-3.4722,0.0112,3.354,0,192.45,150.68,0.2092,4.039,12,441.03,2259.0,1,364.404512,217.0271072
mp-418717,Ne2Zn3Y3,3,cubic,197,Halide,-2.8437,0.01,3.652,0,63.24,38.79,0.2564,3.161,4,152.86,1794.0,1,97.47151199999999,57.21850719999999
mp-194311,Pd,1,cubic,206,Nitride,-2.0838,0.0679,2.349,0,174.57,129.8,0.1953,4.298,4,239.27,200.0,0,310.29988000000003,184.46072800000002
mp-614065,GeAg,2,cubic,224,Metal,-1.2711,0.0561,0.0,1,135.61,112.54,0.1706,7.596,16,1900.13,1977.0,0,263.478648,155.0487888
mp-813862,Pt3Pb,2,cubic,202,Semiconductor,-0.244,0.081,2.106,0,88.59,48.42,0.2696,1.426,16,181.58,1029.0,0,122.94806400000002,73.1984384
mp-93655,V3Ag2,2,cubic,228,Alloy,-0.1292,0.0533,0.0,1,108.18,47.81,0.3128,8.111,4,388.55,1947.0,0,125.529936,72.0735616
mp-918443,Pb4H2Cd3,3,cubic,209,Chalcogenide,-2.0582,0.0064,0.62,0,82.7,66.6,0.1866,2.521,2,60.81,1131.0,1,158.05511999999996,93.82467199999998
mp-613577,S4KCrLi2,4,cubic,228,Semiconductor,-1.7541,0.2647,0.824,0,2.59,0.93,0.3419,5.659,8,687.89,1481.0,0,2.495934,-0.7660395999999998
mp-166200,CdAr2,2,orthorhombic,21,Chalcogenide,-1.0934,0.081,2.754,0,9.97,4.45,0.2914,1.143,12,151.15,252.0,0,11.493459999999999,6.438875999999999
mp-957183,Ta4FePb4Mo2,4,hexagonal,192,Oxide,-2.0759,0.0103,2.426,0,254.55,103.44,0.3399,4.733,16,621.18,1420.0,1,277.198512,164.42590719999998
mp-466098,Y3,1,hexagonal,187,Chalcogenide,-1.0826,0.1598,1.33,0,157.81,108.38,0.2422,4.946,8,476.71,880.0,0,269.259272,159.5771632
mp-129416,Sb3,1,cubic,197,Nitride,-1.6706,0.1422,0.165,0,214.71,125.43,0.2582,6.696,6,425.04,1765.0,0,315.632052,186.70083119999998
mp-688143,N3,1,cubic,208,Sulfide,-0.4285,0.1519,1.319,0,107.28,85.04,0.1944,2.47,32,728.69,811.0,0,203.143552,120.8981312
mp-732588,H2Sn4,2,orthorhombic,67,Carbide,-1.0162,0.0447,2.718,0,251.35,97.06,0.3375,4.592,4,295.89,2740.0,1,259.6355,153.94449999999998
mp-229411,Al4PdNb3,3,cubic,200,Halide,-4.5832,0.0145,5.59,0,103.28,51.52,0.283,5.652,2,141.07,1644.0,1,132.20032,77.059392
mp-904118,F4Sr3Be2,3,cubic,205,Ceramic,-3.7916,0.0024,6.38,0,59.97,26.17,0.3033,3.24,4,105.54,2042.0,1,68.21472200000001,39.63283320000001
mp-436564,TeB,2,cubic,207,Oxide,-4.975,0.0215,6.757,0,125.93,84.71,0.2286,5.851,6,502.05,2024.0,1,208.14941199999998,122.54924719999998
mp-145286,SiSe2,2,monoclinic,6,Intermetallic,-0.7622,0.0096,0.0,1,189.18,73.41,0.3291,5.843,6,540.26,2217.0,1,195.13846199999998,114.74587719999998
mp-255447,F4Fe2,2,cubic,225,Oxide,-2.7981,0.0014,2.751,0,31.57,13.93,0.3045,5.4,4,332.57,2390.0,1,36.34337,19.646022
mp-291834,FSn4Li,3,trigonal,146,Ceramic,-1.786,0.0477,6.2,0,105.38,47.26,0.2956,5.745,12,940.22,1916.0,1,122.46011199999998,71.17806719999999
mp-450471,PdP3,2,monoclinic,10,Ceramic,-5.0386,0.0491,7.864,0,197.95,118.23,0.2518,5.918,4,442.64,1987.0,1,296.000628,175.2331768
mp-777639,S2Cr,2,hexagonal,188,Perovskite,-4.1729,0.0155,2.164,0,38.9,15.2,0.3182,6.153,8,778.99,1730.0,1,40.07328,21.582767999999994
mp-403402,Ru4Co4,2,cubic,207,Chalcogenide,-0.105,0.1019,0.699,0,22.32,5.78,0.381,3.78,16,830.52,1816.0,0,15.964360000000001,8.066616
mp-797984,VNb4,2,cubic,213,Metal,-1.2073,0.001,0.0,1,190.02,76.03,0.3238,12.772,6,728.16,2553.0,1,201.29702799999998,115.66941679999998
mp-538823,RhRu4Cl,3,hexagonal,182,Halide,-1.3145,0.0261,3.681,0,42.9,43.97,0.1201,4.947,4,211.53,1920.0,1,98.50159400000001,57.1221564
mp-908535,GaReY4Nb2,4,cubic,213,Metal,-2.178,0.011,0.0,1,153.11,86.64,0.2688,8.001,4,364.71,1723.0,1,219.857664,128.7141984
mp-694061,WSb3,2,triclinic,2,Perovskite,-2.7269,0.0091,0.406,0,108.64,65.26,0.2626,5.182,32,2327.17,1473.0,1,164.794552,96.80393120000001
mp-660588,Na2Ga3Nb4Co4,4,cubic,217,Sulfide,-0.813,0.003,1.648,0,134.92,91.33,0.2215,7.17,12,1099.43,1301.0,1,223.11919,131.003514
mp-68850,Sc3Pd2,2,cubic,228,Chalcogenide,-0.5181,0.0655,1.488,0,143.45,78.39,0.2667,4.457,32,1911.14,1710.0,0,198.593226,117.3731356
mp-613571,Ce3Cr4,2,hexagonal,194,Halide,-4.3183,0.011,8.834,0,2.0,1.33,0.2198,0.5,32,214.83,1227.0,1,3.2446680000000003,1.7468008000000002
mp-920430,Sb4Se3,2,hexagonal,178,Oxide,-0.5,0.0245,6.639,0,219.7,132.24,0.2555,3.041,4,169.41,2045.0,1,332.05464000000006,198.01638400000004
mp-838888,H4,1,monoclinic,13,Oxide,-3.3696,0.0237,9.024,0,112.87,42.88,0.3319,2.594,32,1051.75,1675.0,1,114.22374400000001,67.4966464
mp-269979,Ta3He4Bi4,3,hexagonal,191,Boride,-0.6706,0.0804,3.948,0,374.94,197.64,0.2679,5.432,4,138.4,2077.0,0,501.17551199999997,298.5325072
mp-782780,N3He3,2,cubic,205,Ceramic,-2.6429,0.0577,5.093,0,104.06,82.7,0.1885,2.938,12,515.59,1822.0,0,196.5779,116.77153999999999
mp-868204,C2Zn3,2,orthorhombic,74,Intermetallic,-0.6304,0.0235,0.0,1,92.59,52.36,0.2729,9.354,32,3587.88,802.0,1,133.29808799999998,76.23725279999998
mp-282454,Pd2,1,cubic,213,Oxide,-4.407,0.0499,6.352,0,207.82,73.99,0.3406,0.5,4,20.36,2479.0,1,198.38198799999998,118.82919279999997
mp-291821,Zr2Ce2Al3,3,tetragonal,99,Oxide,-3.3614,0.0187,8.289,0,223.12,109.35,0.2874,6.135,12,1064.29,2993.0,1,281.55438,166.478628
mp-563194,ClY4H4Ce,4,hexagonal,186,Halide,-2.9749,0.0072,2.727,0,56.68,30.82,0.2793,4.77,12,1066.2,1249.0,1,78.856052,45.4056312
mp-993020,La4PtHf2,3,orthorhombic,44,Nitride,-1.0833,0.0417,1.637,0,179.03,98.2,0.2738,3.636,8,381.44,956.0,1,250.17432000000002,148.650192
mp-387594,NTe2,2,tetragonal,134,Phosphide,-0.1146,0.0043,0.04,0,49.15,19.68,0.3206,4.135,8,598.24,1100.0,1,51.978816,29.5332896
mp-110711,RhHeCuC,4,hexagonal,169,Intermetallic,-0.3033,0.0181,0.0,1,210.98,93.19,0.3027,5.094,12,821.22,1391.0,1,242.797226,143.6407356
mp-322393,Os4,1,trigonal,143,Silicate,-3.4183,0.0065,1.45,0,12.91,6.26,0.2853,7.729,4,374.02,1220.0,1,16.091956,6.5635736
mp-604828,HfF4,2,cubic,225,Oxide,-4.7343,0.0102,6.296,0,326.18,229.85,0.2107,6.45,12,918.45,2698.0,1,556.55879,331.355274
mp-341378,Ir3Sr2,2,cubic,200,Nitride,-0.27,0.0762,2.478,0,307.46,246.7,0.1857,4.981,12,487.28,511.0,0,585.02438,349.022228
